66.0,32.0,2015,201
81.0,48.0,2015,164
46.0,53.0,2015,973
48.0,33.0,2015,85
62.0,81.0,2015,683
31.0,30.0,2015,362
64.0,39.0,2015,213
44.0,50.0,2015,524
57.0,46.0,2015,384
60.0,83.0,2015,527
54.0,38.0,2015,582
55.0,54.0,2015,175
84.0,42.0,2015,101
68.0,40.0,2015,192
69.0,61.0,2015,448
68.0,83.0,2015,358
70.0,77.0,2015,427
46.0,42.0,2015,67
21.0,28.0,2015,27
50.0,44.0,2015,232
81.0,63.0,2015,81
61.0,84.0,2015,446
73.0,56.0,2015,116
58.0,41.0,2015,716
61.0,77.0,2015,1391
56.0,44.0,2015,347
55.0,72.0,2015,634
59.0,87.0,2015,254
65.0,33.0,2015,139
57.0,78.0,2015,855
64.0,87.0,2015,938
61.0,69.0,2015,101
64.0,92.0,2015,229
64.0,80.0,2015,498
57.0,41.0,2015,229
65.0,39.0,2015,254
62.0,62.0,2015,404
77.0,62.0,2015,207
64.0,32.0,2015,113
62.0,80.0,2015,516
54.0,29.0,2015,106
57.0,73.0,2015,904
76.0,65.0,2015,119
52.0,65.0,2015,236
51.0,33.0,2015,108
62.0,91.0,2015,320
55.0,37.0,2015,530
63.0,87.0,2015,704
47.0,48.0,2015,137
60.0,49.0,2015,372
55.0,36.0,2015,335
46.0,62.0,2015,127
47.0,42.0,2015,104
58.0,85.0,2015,834
64.0,82.0,2015,230
68.0,62.0,2015,616
56.0,36.0,2015,189
77.0,43.0,2015,468
46.0,55.0,2015,634
65.0,88.0,2015,986
54.0,27.0,2015,228
62.0,43.0,2015,433
47.0,62.0,2015,598
63.0,91.0,2015,773
79.0,21.0,2015,296
60.0,88.0,2015,563
78.0,89.0,2015,754
71.0,79.0,2015,247
67.0,43.0,2015,286
76.0,89.0,2015,180
30.0,32.0,2015,36
47.0,55.0,2015,621
84.0,49.0,2015,126
65.0,85.0,2015,355
50.0,65.0,2015,136
50.0,69.0,2015,517
47.0,63.0,2015,593
48.0,61.0,2015,3063
86.0,24.0,2015,61
64.0,86.0,2015,828
49.0,46.0,2015,1183
65.0,40.0,2015,392
92.0,57.0,2015,41
60.0,80.0,2015,519
61.0,45.0,2015,564
55.0,67.0,2015,291
66.0,87.0,2015,434
69.0,42.0,2015,379
49.0,19.0,2015,390
50.0,53.0,2015,573
54.0,46.0,2015,354
71.0,47.0,2015,124
66.0,63.0,2015,102
56.0,43.0,2015,329
54.0,44.0,2015,394
56.0,37.0,2015,262
66.0,40.0,2015,626
30.0,34.0,2015,316
69.0,43.0,2015,378
66.0,61.0,2015,167
55.0,32.0,2015,232
47.0,53.0,2015,445
51.0,45.0,2015,430
62.0,85.0,2015,511
65.0,77.0,2015,431
69.0,57.0,2015,727
50.0,68.0,2015,337
56.0,47.0,2015,285
83.0,53.0,2015,40
54.0,36.0,2015,419
43.0,35.0,2015,348
66.0,84.0,2015,600
55.0,80.0,2015,394
86.0,47.0,2015,125
55.0,50.0,2015,295
47.0,51.0,2015,245
57.0,37.0,2015,283
66.0,37.0,2015,160
70.0,82.0,2015,437
46.0,52.0,2015,253
49.0,64.0,2015,697
75.0,41.0,2015,29
71.0,93.0,2015,347
47.0,33.0,2015,123
73.0,77.0,2015,328
63.0,92.0,2015,391
61.0,79.0,2015,592
79.0,46.0,2015,193
80.0,49.0,2015,209
66.0,79.0,2015,430
56.0,48.0,2015,525
69.0,82.0,2015,197
63.0,60.0,2015,238
58.0,76.0,2015,176
48.0,65.0,2015,337
55.0,46.0,2015,336
32.0,35.0,2015,472
68.0,92.0,2015,369
56.0,51.0,2015,497
61.0,76.0,2015,893
44.0,51.0,2015,925
61.0,47.0,2015,258
16.0,20.0,2015,221
83.0,50.0,2015,784
46.0,35.0,2015,160
58.0,72.0,2015,666
61.0,83.0,2015,458
70.0,58.0,2015,158
71.0,81.0,2015,327
45.0,59.0,2015,733
63.0,76.0,2015,539
19.0,30.0,2015,350
44.0,58.0,2015,86
59.0,76.0,2015,433
60.0,33.0,2015,217
50.0,64.0,2015,518
49.0,59.0,2015,497
62.0,44.0,2015,368
74.0,54.0,2015,315
53.0,40.0,2015,425
70.0,91.0,2015,230
66.0,42.0,2015,424
61.0,31.0,2015,119
48.0,52.0,2015,577
54.0,34.0,2015,440
29.0,19.0,2015,40
62.0,31.0,2015,56
51.0,64.0,2015,839
72.0,96.0,2015,248
54.0,68.0,2015,775
70.0,87.0,2015,238
57.0,33.0,2015,127
57.0,52.0,2015,205
48.0,60.0,2015,767
49.0,53.0,2015,614
22.0,34.0,2015,232
46.0,60.0,2015,521
70.0,55.0,2015,56
50.0,46.0,2015,293
71.0,56.0,2015,272
62.0,35.0,2015,139
45.0,51.0,2015,432
59.0,62.0,2015,163
44.0,33.0,2015,215
66.0,57.0,2015,35
55.0,75.0,2015,1167
67.0,83.0,2015,554
78.0,47.0,2015,135
68.0,64.0,2015,100
51.0,25.0,2015,99
46.0,54.0,2015,805
90.0,39.0,2015,82
60.0,85.0,2015,410
52.0,73.0,2015,566
67.0,93.0,2015,293
45.0,57.0,2015,555
52.0,33.0,2015,161
55.0,39.0,2015,369
21.0,32.0,2015,86
63.0,82.0,2015,535
72.0,95.0,2015,307
60.0,77.0,2015,597
53.0,76.0,2015,266
51.0,41.0,2015,20
74.0,82.0,2015,219
68.0,80.0,2015,620
66.0,76.0,2015,270
82.0,50.0,2015,771
61.0,61.0,2015,71
64.0,66.0,2015,60
72.0,97.0,2015,265
63.0,86.0,2015,705
64.0,47.0,2015,49
32.0,31.0,2015,303
67.0,86.0,2015,666
25.0,33.0,2015,388
71.0,80.0,2015,255
68.0,38.0,2015,34
67.0,36.0,2015,104
54.0,51.0,2015,417
56.0,49.0,2015,504
58.0,47.0,2015,401
59.0,88.0,2015,473
59.0,38.0,2015,328
53.0,27.0,2015,221
59.0,40.0,2015,414
54.0,60.0,2015,53
31.0,28.0,2015,469
72.0,57.0,2015,98
84.0,22.0,2015,186
64.0,98.0,2015,56
66.0,83.0,2015,516
64.0,88.0,2015,813
65.0,83.0,2015,200
63.0,88.0,2015,676
47.0,59.0,2015,539
67.0,71.0,2015,1194
62.0,83.0,2015,487
71.0,63.0,2015,116
56.0,84.0,2015,37
66.0,52.0,2015,94
61.0,48.0,2015,374
80.0,22.0,2015,329
74.0,94.0,2015,613
90.0,55.0,2015,42
74.0,53.0,2015,56
30.0,19.0,2015,3
78.0,78.0,2015,260
93.0,38.0,2015,58
60.0,41.0,2015,645
63.0,97.0,2015,21
50.0,20.0,2015,56
94.0,51.0,2015,61
59.0,61.0,2015,49
64.0,81.0,2015,401
60.0,27.0,2015,519
88.0,52.0,2015,141
58.0,79.0,2015,83
50.0,28.0,2015,121
57.0,83.0,2015,753
26.0,17.0,2015,184
49.0,38.0,2015,36
48.0,47.0,2015,973
52.0,68.0,2015,31
54.0,76.0,2015,725
60.0,76.0,2015,987
46.0,28.0,2015,141
61.0,82.0,2015,712
82.0,45.0,2015,97
32.0,24.0,2015,104
57.0,84.0,2015,507
74.0,44.0,2015,225
61.0,78.0,2015,744
61.0,63.0,2015,270
55.0,79.0,2015,771
66.0,77.0,2015,618
55.0,70.0,2015,605
61.0,25.0,2015,15
22.0,26.0,2015,38
43.0,30.0,2015,67
78.0,76.0,2015,36
49.0,65.0,2015,823
40.0,31.0,2015,69
76.0,47.0,2015,143
57.0,47.0,2015,487
63.0,40.0,2015,668
70.0,57.0,2015,482
49.0,60.0,2015,507
55.0,60.0,2015,91
63.0,85.0,2015,777
65.0,49.0,2015,147
61.0,30.0,2015,89
62.0,55.0,2015,42
72.0,90.0,2015,175
67.0,44.0,2015,321
64.0,60.0,2015,202
30.0,23.0,2015,77
62.0,87.0,2015,101
58.0,43.0,2015,282
71.0,61.0,2015,482
79.0,41.0,2015,63
62.0,77.0,2015,439
46.0,29.0,2015,138
58.0,24.0,2015,86
76.0,49.0,2015,164
92.0,60.0,2015,13
48.0,24.0,2015,170
15.0,19.0,2015,228
49.0,63.0,2015,1035
74.0,71.0,2015,26
55.0,66.0,2015,211
40.0,28.0,2015,129
62.0,73.0,2015,76
46.0,33.0,2015,80
62.0,65.0,2015,218
42.0,34.0,2015,220
72.0,58.0,2015,197
70.0,63.0,2015,190
48.0,56.0,2015,734
70.0,85.0,2015,298
74.0,43.0,2015,72
80.0,43.0,2015,107
67.0,79.0,2015,158
74.0,86.0,2015,193
57.0,71.0,2015,543
70.0,80.0,2015,281
50.0,61.0,2015,595
72.0,82.0,2015,243
50.0,45.0,2015,709
53.0,33.0,2015,226
73.0,84.0,2015,75
70.0,89.0,2015,494
61.0,33.0,2015,261
57.0,62.0,2015,124
67.0,82.0,2015,214
57.0,39.0,2015,280
61.0,81.0,2015,579
71.0,95.0,2015,315
51.0,32.0,2015,234
51.0,73.0,2015,134
43.0,36.0,2015,213
68.0,66.0,2015,80
59.0,82.0,2015,358
50.0,56.0,2015,187
63.0,79.0,2015,448
67.0,62.0,2015,300
51.0,47.0,2015,365
67.0,92.0,2015,294
66.0,60.0,2015,468
14.0,31.0,2015,74
64.0,94.0,2015,141
54.0,41.0,2015,376
72.0,83.0,2015,166
57.0,45.0,2015,365
76.0,48.0,2015,204
40.0,29.0,2015,262
58.0,38.0,2015,181
57.0,38.0,2015,254
21.0,34.0,2015,87
51.0,63.0,2015,351
57.0,51.0,2015,177
65.0,36.0,2015,204
80.0,52.0,2015,43
75.0,39.0,2015,62
83.0,46.0,2015,122
85.0,49.0,2015,124
54.0,20.0,2015,138
46.0,31.0,2015,119
64.0,67.0,2015,51
50.0,63.0,2015,791
61.0,86.0,2015,242
83.0,71.0,2015,20
80.0,47.0,2015,122
63.0,90.0,2015,215
46.0,57.0,2015,465
45.0,33.0,2015,140
50.0,19.0,2015,664
54.0,66.0,2015,293
87.0,64.0,2015,133
70.0,78.0,2015,502
53.0,19.0,2015,329
56.0,38.0,2015,208
55.0,43.0,2015,394
31.0,29.0,2015,175
67.0,84.0,2015,489
46.0,36.0,2015,188
73.0,55.0,2015,88
50.0,39.0,2015,53
40.0,30.0,2015,127
56.0,83.0,2015,104
53.0,34.0,2015,198
90.0,25.0,2015,270
57.0,40.0,2015,259
77.0,63.0,2015,790
60.0,40.0,2015,590
56.0,80.0,2015,581
83.0,23.0,2015,198
59.0,45.0,2015,273
73.0,91.0,2015,220
43.0,34.0,2015,234
47.0,61.0,2015,892
56.0,65.0,2015,29
65.0,44.0,2015,184
82.0,55.0,2015,24
62.0,33.0,2015,208
79.0,42.0,2015,53
41.0,31.0,2015,137
71.0,52.0,2015,47
90.0,26.0,2015,454
56.0,52.0,2015,236
58.0,25.0,2015,48
65.0,90.0,2015,156
75.0,53.0,2015,96
68.0,79.0,2015,663
70.0,41.0,2015,411
79.0,77.0,2015,83
71.0,86.0,2015,149
46.0,20.0,2015,174
56.0,72.0,2015,908
72.0,81.0,2015,284
69.0,44.0,2015,243
45.0,38.0,2015,278
56.0,40.0,2015,286
76.0,44.0,2015,116
70.0,88.0,2015,316
53.0,51.0,2015,368
57.0,79.0,2015,656
59.0,79.0,2015,280
57.0,31.0,2015,252
56.0,30.0,2015,95
83.0,45.0,2015,152
53.0,42.0,2015,217
64.0,48.0,2015,150
50.0,38.0,2015,52
66.0,44.0,2015,216
59.0,43.0,2015,385
80.0,77.0,2015,28
49.0,66.0,2015,354
66.0,89.0,2015,505
44.0,32.0,2015,139
80.0,50.0,2015,200
78.0,43.0,2015,114
86.0,46.0,2015,133
77.0,64.0,2015,319
63.0,83.0,2015,321
79.0,43.0,2015,149
64.0,77.0,2015,495
77.0,46.0,2015,200
53.0,46.0,2015,408
59.0,70.0,2015,297
58.0,42.0,2015,556
51.0,36.0,2015,199
42.0,32.0,2015,195
71.0,85.0,2015,104
60.0,43.0,2015,408
61.0,74.0,2015,572
60.0,74.0,2015,208
78.0,77.0,2015,141
48.0,64.0,2015,617
53.0,22.0,2015,128
46.0,25.0,2015,174
83.0,48.0,2015,258
77.0,50.0,2015,53
68.0,84.0,2015,149
77.0,86.0,2015,81
90.0,54.0,2015,74
59.0,77.0,2015,309
78.0,90.0,2015,105
32.0,33.0,2015,127
71.0,46.0,2015,115
70.0,83.0,2015,251
64.0,85.0,2015,504
73.0,47.0,2015,143
52.0,63.0,2015,367
51.0,43.0,2015,247
62.0,49.0,2015,459
57.0,42.0,2015,335
78.0,46.0,2015,201
48.0,31.0,2015,116
54.0,49.0,2015,91
48.0,22.0,2015,96
49.0,26.0,2015,165
60.0,29.0,2015,90
58.0,31.0,2015,108
55.0,42.0,2015,283
55.0,47.0,2015,369
30.0,31.0,2015,23
62.0,93.0,2015,106
63.0,58.0,2015,59
58.0,48.0,2015,370
71.0,57.0,2015,413
45.0,26.0,2015,113
57.0,70.0,2015,506
56.0,69.0,2015,369
55.0,45.0,2015,305
81.0,40.0,2015,13
57.0,48.0,2015,556
54.0,52.0,2015,254
56.0,82.0,2015,337
57.0,21.0,2015,59
76.0,91.0,2015,141
59.0,86.0,2015,423
47.0,18.0,2015,370
60.0,75.0,2015,834
49.0,42.0,2015,129
61.0,44.0,2015,319
88.0,41.0,2015,58
61.0,92.0,2015,55
54.0,78.0,2015,686
71.0,94.0,2015,455
61.0,67.0,2015,103
48.0,27.0,2015,110
82.0,49.0,2015,339
58.0,37.0,2015,262
55.0,40.0,2015,412
52.0,20.0,2015,224
66.0,82.0,2015,362
53.0,37.0,2015,667
79.0,51.0,2015,152
28.0,22.0,2015,29
44.0,54.0,2015,76
50.0,30.0,2015,48
65.0,97.0,2015,47
61.0,65.0,2015,302
62.0,38.0,2015,375
61.0,50.0,2015,148
27.0,31.0,2015,20
61.0,43.0,2015,296
59.0,29.0,2015,129
48.0,55.0,2015,557
87.0,39.0,2015,93
58.0,36.0,2015,89
78.0,55.0,2015,43
100.0,61.0,2015,13
63.0,80.0,2015,604
55.0,81.0,2015,103
78.0,52.0,2015,88
46.0,43.0,2015,198
74.0,69.0,2015,107
57.0,75.0,2015,788
55.0,23.0,2015,96
52.0,19.0,2015,257
58.0,80.0,2015,175
47.0,24.0,2015,128
94.0,58.0,2015,73
67.0,49.0,2015,96
71.0,84.0,2015,157
53.0,44.0,2015,249
57.0,55.0,2015,71
63.0,94.0,2015,122
45.0,37.0,2015,329
70.0,90.0,2015,342
47.0,60.0,2015,640
70.0,42.0,2015,250
14.0,13.0,2015,29
67.0,41.0,2015,421
59.0,83.0,2015,233
70.0,64.0,2015,83
54.0,57.0,2015,238
60.0,84.0,2015,441
67.0,32.0,2015,89
56.0,75.0,2015,1076
19.0,10.0,2015,41
73.0,81.0,2015,279
88.0,63.0,2015,203
17.0,33.0,2015,165
91.0,52.0,2015,79
67.0,91.0,2015,247
92.0,51.0,2015,66
26.0,15.0,2015,61
68.0,74.0,2015,55
70.0,39.0,2015,286
57.0,61.0,2015,226
21.0,19.0,2015,3
44.0,34.0,2015,218
59.0,41.0,2015,402
52.0,34.0,2015,153
54.0,19.0,2015,116
77.0,51.0,2015,67
56.0,46.0,2015,413
61.0,60.0,2015,109
52.0,47.0,2015,223
55.0,38.0,2015,304
48.0,45.0,2015,381
3.0,3.0,2015,23
45.0,29.0,2015,88
54.0,69.0,2015,121
59.0,75.0,2015,565
59.0,49.0,2015,349
48.0,53.0,2015,902
48.0,46.0,2015,403
74.0,52.0,2015,16
66.0,66.0,2015,37
44.0,35.0,2015,363
60.0,35.0,2015,106
16.0,22.0,2015,79
45.0,54.0,2015,441
60.0,63.0,2015,238
88.0,62.0,2015,33
70.0,56.0,2015,64
40.0,32.0,2015,41
79.0,70.0,2015,42
93.0,41.0,2015,39
93.0,24.0,2015,34
26.0,26.0,2015,8
64.0,89.0,2015,492
67.0,65.0,2015,46
82.0,71.0,2015,22
55.0,76.0,2015,647
62.0,86.0,2015,417
19.0,21.0,2015,32
59.0,78.0,2015,239
86.0,44.0,2015,1433
74.0,90.0,2015,135
55.0,78.0,2015,388
63.0,93.0,2015,321
44.0,56.0,2015,161
51.0,70.0,2015,354
62.0,67.0,2015,227
53.0,67.0,2015,159
44.0,36.0,2015,318
49.0,68.0,2015,440
70.0,45.0,2015,171
61.0,38.0,2015,314
75.0,91.0,2015,73
50.0,70.0,2015,346
48.0,66.0,2014,365
65.0,76.0,2014,89
73.0,83.0,2013,151
85.0,49.0,2011,120
54.0,37.0,2004,2
67.0,34.0,2015,49
48.0,62.0,2015,1762
56.0,77.0,2015,494
74.0,51.0,2015,21
57.0,64.0,2015,203
49.0,52.0,2015,312
77.0,80.0,2015,313
76.0,61.0,2015,188
68.0,91.0,2015,409
46.0,51.0,2015,231
47.0,19.0,2015,199
56.0,78.0,2015,818
56.0,81.0,2015,501
72.0,85.0,2015,82
78.0,41.0,2015,63
67.0,59.0,2015,297
49.0,48.0,2015,480
63.0,33.0,2015,122
54.0,75.0,2015,379
78.0,49.0,2015,153
47.0,46.0,2015,198
45.0,52.0,2015,375
15.0,15.0,2015,47
58.0,34.0,2015,169
61.0,85.0,2015,318
63.0,42.0,2015,475
20.0,13.0,2015,35
51.0,20.0,2015,173
62.0,76.0,2015,524
85.0,23.0,2015,182
45.0,32.0,2015,126
54.0,35.0,2015,404
21.0,13.0,2015,46
55.0,62.0,2015,77
65.0,92.0,2015,24
72.0,59.0,2015,175
49.0,55.0,2015,464
48.0,28.0,2015,102
55.0,51.0,2015,363
76.0,68.0,2015,83
44.0,43.0,2015,141
57.0,80.0,2015,776
69.0,46.0,2015,163
65.0,84.0,2015,508
65.0,89.0,2015,794
86.0,59.0,2015,31
54.0,30.0,2015,65
70.0,44.0,2015,328
56.0,55.0,2015,112
49.0,62.0,2015,787
45.0,53.0,2015,216
45.0,36.0,2015,226
68.0,44.0,2015,244
50.0,62.0,2015,327
83.0,47.0,2015,190
51.0,61.0,2015,292
63.0,43.0,2015,525
66.0,80.0,2015,325
50.0,41.0,2015,179
63.0,38.0,2015,247
17.0,12.0,2015,35
61.0,39.0,2015,422
64.0,42.0,2015,133
52.0,25.0,2015,49
93.0,62.0,2015,54
61.0,41.0,2015,293
53.0,63.0,2015,243
64.0,84.0,2015,354
47.0,65.0,2015,178
70.0,37.0,2015,565
57.0,43.0,2015,416
59.0,47.0,2015,363
10.0,10.0,2015,24
60.0,48.0,2015,244
13.0,12.0,2015,20
61.0,94.0,2015,47
18.0,11.0,2015,19
57.0,50.0,2015,496
56.0,79.0,2015,651
84.0,51.0,2015,327
43.0,32.0,2015,111
68.0,90.0,2015,704
76.0,63.0,2015,540
75.0,44.0,2015,216
59.0,39.0,2015,266
45.0,20.0,2015,22
60.0,50.0,2015,199
51.0,37.0,2015,54
85.0,45.0,2015,172
17.0,32.0,2015,197
65.0,96.0,2015,37
62.0,40.0,2015,491
61.0,46.0,2015,324
89.0,44.0,2015,128
91.0,25.0,2015,315
48.0,40.0,2015,114
55.0,74.0,2015,433
55.0,33.0,2015,427
57.0,82.0,2015,489
60.0,82.0,2015,1052
67.0,87.0,2015,142
41.0,34.0,2015,100
16.0,32.0,2015,76
51.0,71.0,2015,581
77.0,47.0,2015,152
56.0,53.0,2015,133
55.0,34.0,2015,420
73.0,78.0,2015,275
67.0,53.0,2015,22
73.0,98.0,2015,320
76.0,62.0,2015,147
52.0,71.0,2015,403
49.0,58.0,2015,856
50.0,31.0,2015,134
47.0,41.0,2015,139
75.0,77.0,2015,41
63.0,41.0,2015,812
70.0,86.0,2015,485
71.0,90.0,2015,136
68.0,63.0,2015,147
60.0,89.0,2015,466
52.0,29.0,2015,45
54.0,74.0,2015,581
60.0,81.0,2015,493
86.0,45.0,2015,71
64.0,35.0,2015,280
57.0,77.0,2015,687
44.0,27.0,2015,105
29.0,25.0,2015,34
53.0,72.0,2015,228
47.0,56.0,2015,578
50.0,34.0,2015,134
47.0,57.0,2015,606
46.0,23.0,2015,169
73.0,46.0,2015,140
4.0,1.0,2015,7
51.0,46.0,2015,175
23.0,28.0,2015,40
54.0,43.0,2015,270
66.0,81.0,2015,434
83.0,51.0,2015,382
80.0,70.0,2015,45
73.0,87.0,2015,97
72.0,78.0,2015,222
57.0,35.0,2015,130
60.0,79.0,2015,490
59.0,42.0,2015,544
57.0,74.0,2015,1658
65.0,57.0,2015,61
1.0,3.0,2015,144
58.0,67.0,2015,163
51.0,72.0,2015,509
63.0,49.0,2015,322
60.0,46.0,2015,421
64.0,93.0,2015,227
62.0,95.0,2015,32
31.0,23.0,2015,35
51.0,34.0,2015,199
60.0,59.0,2015,246
22.0,33.0,2015,202
91.0,24.0,2015,160
89.0,25.0,2015,138
54.0,45.0,2015,178
54.0,33.0,2015,164
57.0,23.0,2015,251
64.0,65.0,2015,66
59.0,36.0,2015,168
66.0,41.0,2015,333
61.0,64.0,2015,268
55.0,73.0,2015,991
56.0,39.0,2015,138
64.0,41.0,2015,389
65.0,93.0,2015,171
31.0,31.0,2015,109
75.0,83.0,2015,156
67.0,85.0,2015,332
71.0,42.0,2015,172
58.0,77.0,2015,77
32.0,32.0,2015,136
49.0,25.0,2015,101
50.0,35.0,2015,213
32.0,23.0,2015,88
56.0,70.0,2015,912
55.0,21.0,2015,124
46.0,63.0,2015,92
85.0,41.0,2015,122
62.0,48.0,2015,228
53.0,48.0,2015,96
70.0,92.0,2015,238
75.0,19.0,2015,55
67.0,50.0,2015,41
15.0,14.0,2015,40
62.0,32.0,2015,65
60.0,28.0,2015,73
87.0,51.0,2015,53
57.0,72.0,2015,1038
92.0,47.0,2015,65
55.0,41.0,2015,429
85.0,50.0,2015,128
85.0,56.0,2015,27
53.0,75.0,2015,98
16.0,21.0,2015,170
54.0,59.0,2015,313
78.0,64.0,2015,156
66.0,33.0,2015,227
73.0,79.0,2015,157
57.0,24.0,2015,311
63.0,75.0,2015,167
66.0,86.0,2015,523
48.0,20.0,2015,90
89.0,46.0,2015,94
44.0,38.0,2015,57
89.0,54.0,2015,81
54.0,64.0,2015,144
84.0,43.0,2015,103
66.0,38.0,2015,276
89.0,64.0,2015,32
72.0,76.0,2015,126
69.0,41.0,2015,387
30.0,33.0,2015,152
76.0,53.0,2015,58
50.0,52.0,2015,57
46.0,19.0,2015,257
91.0,27.0,2015,104
49.0,57.0,2015,391
80.0,48.0,2015,83
68.0,41.0,2015,310
57.0,29.0,2015,91
68.0,46.0,2015,37
56.0,32.0,2015,480
30.0,36.0,2015,127
72.0,61.0,2015,291
84.0,56.0,2015,16
62.0,50.0,2015,225
63.0,29.0,2015,34
56.0,74.0,2015,352
81.0,42.0,2015,64
81.0,56.0,2015,67
73.0,61.0,2015,12
64.0,57.0,2015,61
17.0,27.0,2015,76
62.0,45.0,2015,331
49.0,54.0,2015,577
48.0,35.0,2015,148
64.0,53.0,2015,39
87.0,43.0,2015,69
71.0,89.0,2015,227
24.0,32.0,2015,81
84.0,48.0,2015,219
49.0,47.0,2015,363
4.0,11.0,2015,5
69.0,92.0,2015,320
58.0,50.0,2015,191
50.0,59.0,2015,448
87.0,47.0,2015,28
63.0,64.0,2015,105
49.0,30.0,2015,39
46.0,45.0,2015,174
44.0,52.0,2015,292
66.0,43.0,2015,286
3.0,4.0,2015,26
54.0,67.0,2015,308
74.0,48.0,2015,151
10.0,15.0,2015,19
58.0,45.0,2015,199
50.0,54.0,2015,675
72.0,79.0,2015,194
51.0,19.0,2015,93
47.0,31.0,2015,112
63.0,48.0,2015,181
50.0,27.0,2015,176
72.0,41.0,2015,57
41.0,32.0,2015,214
70.0,94.0,2015,78
49.0,40.0,2015,188
71.0,87.0,2015,159
73.0,57.0,2015,136
94.0,48.0,2015,39
53.0,26.0,2015,172
70.0,97.0,2015,83
68.0,57.0,2015,219
55.0,69.0,2015,438
79.0,50.0,2015,108
48.0,43.0,2015,79
55.0,35.0,2015,357
88.0,46.0,2015,19
69.0,91.0,2015,116
75.0,45.0,2015,135
62.0,90.0,2015,20
81.0,44.0,2015,80
75.0,87.0,2015,57
59.0,33.0,2015,130
83.0,42.0,2015,108
50.0,36.0,2015,93
64.0,99.0,2015,52
63.0,51.0,2015,112
54.0,42.0,2015,366
56.0,21.0,2015,52
62.0,74.0,2015,244
87.0,42.0,2015,129
45.0,56.0,2015,256
73.0,83.0,2015,176
69.0,60.0,2015,271
20.0,32.0,2015,63
67.0,42.0,2015,493
76.0,64.0,2015,120
82.0,46.0,2015,128
62.0,47.0,2015,272
94.0,40.0,2015,71
65.0,79.0,2015,574
93.0,39.0,2015,94
72.0,47.0,2015,163
82.0,51.0,2015,293
58.0,30.0,2015,137
72.0,80.0,2015,221
72.0,55.0,2015,137
47.0,35.0,2015,216
56.0,22.0,2015,61
73.0,93.0,2015,179
45.0,27.0,2015,96
71.0,76.0,2015,98
81.0,64.0,2015,65
97.0,60.0,2015,42
77.0,85.0,2015,106
56.0,41.0,2015,211
58.0,83.0,2015,144
44.0,30.0,2015,67
73.0,75.0,2015,51
63.0,47.0,2015,249
80.0,46.0,2015,70
56.0,62.0,2015,305
66.0,58.0,2015,62
73.0,54.0,2015,164
61.0,28.0,2015,142
61.0,34.0,2015,156
65.0,76.0,2015,71
62.0,78.0,2015,527
79.0,81.0,2015,26
63.0,62.0,2015,193
66.0,93.0,2015,58
45.0,58.0,2015,530
63.0,30.0,2015,37
77.0,90.0,2015,125
94.0,52.0,2015,69
91.0,46.0,2015,50
49.0,29.0,2015,100
